# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	49823	50302	+	AAC73159.1			dihydrofolate reductase	folA		b0048	480	159	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	50380	51222	-					apaH		b0049	843		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	50380	51222	-	AAC73160.1			diadenosine tetraphosphatase	apaH		b0049	843	280	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	51229	51606	-					apaG		b0050	378		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	51229	51606	-	AAC73161.1			DUF525 domain-containing protein ApaG	apaG		b0050	378	125	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	51609	52430	-					rsmA		b0051	822		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	51609	52430	-	AAC73162.1			16S rRNA m(6)2A1518,m(6)2A1519 dimethyltransferase	rsmA		b0051	822	273	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	52427	53416	-					pdxA		b0052	990		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	52427	53416	-	AAC73163.1			4-hydroxythreonine-4-phosphate dehydrogenase	pdxA		b0052	990	329	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	53416	54702	-					surA		b0053	1287		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	53416	54702	-	AAC73164.1			peptidyl-prolyl cis-trans isomerase SurA	surA		b0053	1287	428	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	54755	57109	-					lptD		b0054	2355		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	54755	57109	-	AAC73165.1			lipopolysaccharide assembly protein LptD	lptD		b0054	2355	784	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	57364	58179	+					djlA		b0055	816		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	57364	58179	+	AAC73166.1			co-chaperone protein DjlA	djlA		b0055	816	271	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	58474	59124	+					yabP		b0056	651		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	58474	59124	+	AYC08162.1			putative uncharacterized protein YabP	yabP		b0056	651	216	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	59121	59279	+					yabQ		b0057	159		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	59121	59279	+	AYC08163.1			protein YabQ	yabQ		b0057	159	52	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	59687	60346	-					rluA		b0058	660		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	59687	60346	-	AAC73169.1			23S rRNA pseudouridine(746) and tRNA pseudouridine(32) synthase	rluA		b0058	660	219	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	60358	63264	-					rapA		b0059	2907		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	60358	63264	-	AAC73170.1			RNA polymerase-binding ATPase and RNAP recycling factor	rapA		b0059	2907	968	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	63429	65780	-					polB		b0060	2352		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	63429	65780	-	AAC73171.1			DNA polymerase II	polB		b0060	2352	783	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	65855	66550	-					araD		b0061	696		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	65855	66550	-	AAC73172.1			L-ribulose-5-phosphate 4-epimerase AraD	araD		b0061	696	231	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	66835	68337	-					araA		b0062	1503		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	66835	68337	-	AAC73173.1			L-arabinose isomerase	araA		b0062	1503	500	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	68348	70048	-					araB		b0063	1701		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	68348	70048	-	AAC73174.1			ribulokinase	araB		b0063	1701	566	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	70387	71265	+					araC		b0064	879		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	70387	71265	+	AAC73175.1			DNA-binding transcriptional dual regulator AraC	araC		b0064	879	292	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	71351	72115	+					yabI		b0065	765		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	71351	72115	+	AAC73176.1			DedA family protein YabI	yabI		b0065	765	254	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	72229	72927	-					thiQ		b0066	699		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	72229	72927	-	AAC73177.1			thiamine ABC transporter ATP binding subunit	thiQ		b0066	699	232	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	72911	74521	-					thiP		b0067	1611		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	72911	74521	-	AAC73178.1			thiamine ABC transporter membrane subunit	thiP		b0067	1611	536	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	74497	75480	-					thiB		b0068	984		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	74497	75480	-	AAC73179.1			thiamine ABC transporter periplasmic binding protein	thiB		b0068	984	327	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	75644	77299	-					sgrR		b0069	1656		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	75644	77299	-	AAC73180.1			DNA-binding transcriptional dual regulator SgrR	sgrR		b0069	1656	551	
gene	ncRNA	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	77367	77593	+					sgrS		b4577	227		
ncRNA	other	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	77367	77593	+				small regulatory RNA SgrS	sgrS		b4577	227		
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	77388	77519	+					sgrT		b4662	132		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	77388	77519	+	ACO59989.1			putative inhibitor of the PtsG glucose transporter	sgrT		b4662	132	43	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	77621	78799	+					setA		b0070	1179		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	77621	78799	+	AAT48123.1			sugar exporter SetA	setA		b0070	1179	392	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	78848	79453	-					leuD		b0071	606		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	78848	79453	-	AAC73182.1			3-isopropylmalate dehydratase subunit LeuD	leuD		b0071	606	201	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	79464	80864	-					leuC		b0072	1401		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	79464	80864	-	AAC73183.1			3-isopropylmalate dehydratase subunit LeuC	leuC		b0072	1401	466	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	80867	81958	-					leuB		b0073	1092		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	80867	81958	-	AAC73184.2			3-isopropylmalate dehydrogenase	leuB		b0073	1092	363	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	81958	83529	-					leuA		b0074	1572		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	81958	83529	-	AAC73185.1			2-isopropylmalate synthase	leuA		b0074	1572	523	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	83622	83708	-					leuL		b0075	87		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	83622	83708	-	AAC73186.1			leu operon leader peptide	leuL		b0075	87	28	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	84368	85312	+					leuO		b0076	945		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	84368	85312	+	AAC73187.2			DNA-binding transcriptional dual regulator LeuO	leuO		b0076	945	314	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	85467	85511	-					yabR		b4726	45		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	85467	85511	-	AYC08164.1			protein YabR	yabR		b4726	45	14	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	85630	87354	+					ilvI		b0077	1725		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	85630	87354	+	AAC73188.2			acetolactate synthase/acetohydroxybutanoate synthase, catalytic subunit	ilvI		b0077	1725	574	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	87357	87848	+					ilvH		b0078	492		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	87357	87848	+	AAC73189.1			acetolactate synthase/acetohydroxybutanoate synthase, regulatory subunit	ilvH		b0078	492	163	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	88028	89032	+					cra		b0080	1005		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	88028	89032	+	AAC73191.1			DNA-binding transcriptional dual regulator Cra	cra		b0080	1005	334	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	89634	90092	+					mraZ		b0081	459		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	89634	90092	+	AAC73192.1			DNA-binding transcriptional repressor MraZ	mraZ		b0081	459	152	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	90094	91035	+					rsmH		b0082	942		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	90094	91035	+	AAC73193.1			16S rRNA m(4)C1402 methyltransferase	rsmH		b0082	942	313	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	91032	91397	+					ftsL		b0083	366		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	91032	91397	+	AAC73194.1			cell division protein FtsL	ftsL		b0083	366	121	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	91413	93179	+					ftsI		b0084	1767		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	91413	93179	+	AAC73195.1			peptidoglycan DD-transpeptidase FtsI	ftsI		b0084	1767	588	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	93166	94653	+					murE		b0085	1488		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	93166	94653	+	AAC73196.1			UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	murE		b0085	1488	495	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	94650	96008	+					murF		b0086	1359		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	94650	96008	+	AAC73197.1			D-alanyl-D-alanine-adding enzyme	murF		b0086	1359	452	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	96002	97084	+					mraY		b0087	1083		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	96002	97084	+	AAC73198.1			phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY		b0087	1083	360	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	97087	98403	+					murD		b0088	1317		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	97087	98403	+	AAC73199.1			UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD		b0088	1317	438	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	98403	99647	+					ftsW		b0089	1245		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	98403	99647	+	AAC73200.1			putative lipid II flippase FtsW	ftsW		b0089	1245	414	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	99644	100711	+					murG		b0090	1068		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	99644	100711	+	AAC73201.1			N-acetylglucosaminyl transferase	murG		b0090	1068	355	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	100765	102240	+					murC		b0091	1476		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	100765	102240	+	AAC73202.1			UDP-N-acetylmuramate--L-alanine ligase	murC		b0091	1476	491	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	102233	103153	+					ddlB		b0092	921		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	102233	103153	+	AAC73203.1			D-alanine--D-alanine ligase B	ddlB		b0092	921	306	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	103155	103985	+					ftsQ		b0093	831		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	103155	103985	+	AAC73204.1			cell division protein FtsQ	ftsQ		b0093	831	276	
gene	protein_coding	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	103982	105244	+					ftsA		b0094	1263		
CDS	with_protein	GCA_000005845.2	Primary Assembly	chromosome		U00096.3	103982	105244	+	AAC73205.1			cell division protein FtsA	ftsA		b0094	1263	420	
