# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	15443	16555	+							HO397_00075	1113		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	15443	16555	+	QJZ02619.1			IS4-like element IS421 family transposase			HO397_00075	1113	370	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	16749	16958	-					mokC		HO397_00080	210		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	16749	16958	-	QJZ02620.1			type I toxin-antitoxin system toxin MokC	mokC		HO397_00080	210	69	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	17488	18654	+					nhaA		HO397_00085	1167		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	17488	18654	+	QJZ02621.1			Na+/H+ antiporter NhaA	nhaA		HO397_00085	1167	388	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	18720	19619	+					nhaR		HO397_00090	900		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	18720	19619	+	QJZ06490.1			transcriptional activator NhaR	nhaR		HO397_00090	900	299	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	19658	20617	-							HO397_00095	960		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	19658	20617	-	QJZ02622.1			fimbrial family protein			HO397_00095	960	319	
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	20630	21982	-							HO397_00100	1353		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	20630	21982	-				fimbria/pilus outer membrane usher protein			HO397_00100	1353		pseudo
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	22208	23296	-					espX1		HO397_00105	1089		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	22208	23296	-				type III secretion system effector EspX1	espX1		HO397_00105	1089		pseudo
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	23346	24043	+							HO397_00110	698		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	23346	24043	+				IS1 family transposase			HO397_00110	698		pseudo
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	24058	24404	-							HO397_00115	347		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	24058	24404	-				pentapeptide repeat-containing protein			HO397_00115	347		pseudo
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	24887	25150	-					rpsT		HO397_00120	264		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	24887	25150	-	QJZ02623.1			30S ribosomal protein S20	rpsT		HO397_00120	264	87	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	25253	25471	+							HO397_00125	219		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	25253	25471	+	QJZ02624.1			DUF2575 family protein			HO397_00125	219	72	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	25479	26420	+					ribF		HO397_00130	942		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	25479	26420	+	QJZ02625.1			bifunctional riboflavin kinase/FAD synthetase	ribF		HO397_00130	942	313	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	26463	29279	+					ileS		HO397_00135	2817		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	26463	29279	+	QJZ02626.1			isoleucine--tRNA ligase	ileS		HO397_00135	2817	938	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	29279	29773	+					lspA		HO397_00140	495		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	29279	29773	+	QJZ02627.1			signal peptidase II	lspA		HO397_00140	495	164	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	29898	30347	+					fkpB		HO397_00145	450		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	29898	30347	+	QJZ02628.1			FKBP-type peptidyl-prolyl cis-trans isomerase	fkpB		HO397_00145	450	149	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	30349	31299	+					ispH		HO397_00150	951		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	30349	31299	+	QJZ02629.1			4-hydroxy-3-methylbut-2-enyl diphosphate reductase	ispH		HO397_00150	951	316	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	31365	32279	+					rihC		HO397_00155	915		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	31365	32279	+	QJZ02630.1			ribonucleoside hydrolase RihC	rihC		HO397_00155	915	304	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	32446	33267	+					dapB		HO397_00160	822		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	32446	33267	+	QJZ02631.1			4-hydroxy-tetrahydrodipicolinate reductase	dapB		HO397_00160	822	273	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	33723	34871	+					carA		HO397_00165	1149		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	33723	34871	+	QJZ02632.1			glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	carA		HO397_00165	1149	382	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	34889	38110	+					carB		HO397_00170	3222		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	34889	38110	+	QJZ02633.1			carbamoyl-phosphate synthase large subunit	carB		HO397_00170	3222	1073	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	38372	38767	+					caiF		HO397_00175	396		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	38372	38767	+	QJZ02634.1			carnitine metabolism transcriptional regulator CaiF	caiF		HO397_00175	396	131	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	38976	39566	-					caiE		HO397_00180	591		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	38976	39566	-	QJZ02635.1			carnitine operon protein CaiE	caiE		HO397_00180	591	196	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	39572	40357	-					caiD		HO397_00185	786		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	39572	40357	-	QJZ02636.1			crotonobetainyl-CoA hydratase	caiD		HO397_00185	786	261	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	40466	42019	-					caiC		HO397_00190	1554		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	40466	42019	-	QJZ06491.1			crotonobetaine/carnitine-CoA ligase	caiC		HO397_00190	1554	517	
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	42093	43309	-					caiB		HO397_00195	1217		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	42093	43309	-				L-carnitine CoA-transferase	caiB		HO397_00195	1217		pseudo
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	43438	44580	-					caiA		HO397_00200	1143		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	43438	44580	-	QJZ02637.1			crotonobetainyl-CoA dehydrogenase	caiA		HO397_00200	1143	380	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	44611	46125	-					caiT		HO397_00205	1515		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	44611	46125	-	QJZ02638.1			L-carnitine/gamma-butyrobetaine antiport BCCT transporter	caiT		HO397_00205	1515	504	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	46599	47369	+							HO397_00210	771		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	46599	47369	+	QJZ02639.1			electron transfer flavoprotein FixA			HO397_00210	771	256	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	47384	48325	+							HO397_00215	942		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	47384	48325	+	QJZ02640.1			electron transfer flavoprotein subunit alpha/FixB family protein			HO397_00215	942	313	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	48376	49662	+							HO397_00220	1287		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	48376	49662	+	QJZ02641.1			FAD-dependent oxidoreductase			HO397_00220	1287	428	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	49659	49946	+					fixX		HO397_00225	288		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	49659	49946	+	QJZ02642.1			ferredoxin-like protein FixX	fixX		HO397_00225	288	95	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	50003	51334	+							HO397_00230	1332		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	50003	51334	+	QJZ02643.1			MFS transporter			HO397_00230	1332	443	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	51442	51972	+					kefF		HO397_00235	531		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	51442	51972	+	QJZ02644.1			glutathione-regulated potassium-efflux system oxidoreductase KefF	kefF		HO397_00235	531	176	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	51965	53827	+					kefC		HO397_00240	1863		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	51965	53827	+	QJZ02645.1			glutathione-regulated potassium-efflux system protein KefC	kefC		HO397_00240	1863	620	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	54019	54498	+					folA		HO397_00245	480		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	54019	54498	+	QJZ06492.1			type 3 dihydrofolate reductase	folA		HO397_00245	480	159	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	54576	55418	-					apaH		HO397_00250	843		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	54576	55418	-	QJZ02646.1			bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	apaH		HO397_00250	843	280	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	55425	55802	-					apaG		HO397_00255	378		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	55425	55802	-	QJZ02647.1			Co2+/Mg2+ efflux protein ApaG	apaG		HO397_00255	378	125	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	55805	56626	-					rsmA		HO397_00260	822		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	55805	56626	-	QJZ02648.1			16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	rsmA		HO397_00260	822	273	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	56623	57612	-					pdxA		HO397_00265	990		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	56623	57612	-	QJZ02649.1			4-hydroxythreonine-4-phosphate dehydrogenase PdxA	pdxA		HO397_00265	990	329	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	57612	58898	-					surA		HO397_00270	1287		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	57612	58898	-	QJZ02650.1			peptidylprolyl isomerase SurA	surA		HO397_00270	1287	428	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	58951	61305	-					lptD		HO397_00275	2355		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	58951	61305	-	QJZ02651.1			LPS assembly protein LptD	lptD		HO397_00275	2355	784	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	61560	62375	+					djlA		HO397_00280	816		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	61560	62375	+	QJZ02652.1			co-chaperone DjlA	djlA		HO397_00280	816	271	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	62492	63151	-					rluA		HO397_00285	660		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	62492	63151	-	QJZ02653.1			bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA	rluA		HO397_00285	660	219	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	63163	66069	-					rapA		HO397_00290	2907		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	63163	66069	-	QJZ02654.1			RNA polymerase-associated protein RapA	rapA		HO397_00290	2907	968	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	66234	68585	-					polB		HO397_00295	2352		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	66234	68585	-	QJZ02655.1			DNA polymerase II	polB		HO397_00295	2352	783	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	68660	69355	-					araD		HO397_00300	696		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	68660	69355	-	QJZ02656.1			L-ribulose-5-phosphate 4-epimerase	araD		HO397_00300	696	231	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	69640	71142	-					araA		HO397_00305	1503		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	69640	71142	-	QJZ02657.1			L-arabinose isomerase	araA		HO397_00305	1503	500	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	71153	72853	-					araB		HO397_00310	1701		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	71153	72853	-	QJZ02658.1			ribulokinase	araB		HO397_00310	1701	566	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	73192	74070	+					araC		HO397_00315	879		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	73192	74070	+	QJZ06493.1			arabinose operon transcriptional regulator AraC	araC		HO397_00315	879	292	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	74156	74920	+							HO397_00320	765		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	74156	74920	+	QJZ02659.1			DedA family protein			HO397_00320	765	254	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	75034	75732	-					thiQ		HO397_00325	699		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	75034	75732	-	QJZ02660.1			thiamine ABC transporter ATP-binding protein ThiQ	thiQ		HO397_00325	699	232	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	75716	77326	-					thiP		HO397_00330	1611		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	75716	77326	-	QJZ02661.1			thiamine/thiamine pyrophosphate ABC transporter permease ThiP	thiP		HO397_00330	1611	536	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	77302	78285	-					thiB		HO397_00335	984		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	77302	78285	-	QJZ02662.1			thiamine ABC transporter substrate binding subunit	thiB		HO397_00335	984	327	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	78449	80104	-					sgrR		HO397_00340	1656		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	78449	80104	-	QJZ02663.1			DNA-binding transcriptional regulator SgrR	sgrR		HO397_00340	1656	551	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	80193	80324	+					sgrT		HO397_00345	132		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	80193	80324	+	QJZ02664.1			glucose uptake inhibitor SgrT	sgrT		HO397_00345	132	43	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	80426	81604	+					setA		HO397_00350	1179		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	80426	81604	+	QJZ02665.1			sugar efflux transporter SetA	setA		HO397_00350	1179	392	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	81653	82258	-					leuD		HO397_00355	606		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	81653	82258	-	QJZ02666.1			3-isopropylmalate dehydratase small subunit	leuD		HO397_00355	606	201	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	82269	83669	-					leuC		HO397_00360	1401		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	82269	83669	-	QJZ02667.1			3-isopropylmalate dehydratase large subunit	leuC		HO397_00360	1401	466	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	83672	84763	-					leuB		HO397_00365	1092		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	83672	84763	-	QJZ02668.1			3-isopropylmalate dehydrogenase	leuB		HO397_00365	1092	363	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	84763	86334	-					leuA		HO397_00370	1572		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	84763	86334	-	QJZ02669.1			2-isopropylmalate synthase	leuA		HO397_00370	1572	523	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	86427	86513	-					leuL		HO397_00375	87		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	86427	86513	-	QJZ06494.1			leu operon leader peptide	leuL		HO397_00375	87	28	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	87173	88117	+					leuO		HO397_00380	945		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	87173	88117	+	QJZ02670.1			transcriptional regulator LeuO	leuO		HO397_00380	945	314	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	88435	90159	+					ilvI		HO397_00385	1725		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	88435	90159	+	QJZ02671.1			acetolactate synthase 3 large subunit	ilvI		HO397_00385	1725	574	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	90162	90653	+					ilvN		HO397_00390	492		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	90162	90653	+	QJZ02672.1			acetolactate synthase small subunit	ilvN		HO397_00390	492	163	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	90665	90751	+							HO397_00395	87		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	90665	90751	+	QJZ06495.1			fruR/shl operon leader peptide			HO397_00395	87	28	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	90833	91837	+					cra		HO397_00400	1005		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	90833	91837	+	QJZ02673.1			catabolite repressor/activator	cra		HO397_00400	1005	334	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	92439	92897	+					mraZ		HO397_00405	459		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	92439	92897	+	QJZ02674.1			division/cell wall cluster transcriptional repressor MraZ	mraZ		HO397_00405	459	152	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	92899	93840	+					rsmH		HO397_00410	942		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	92899	93840	+	QJZ02675.1			16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH		HO397_00410	942	313	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	93837	94202	+					ftsL		HO397_00415	366		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	93837	94202	+	QJZ02676.1			cell division protein FtsL	ftsL		HO397_00415	366	121	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	94218	95984	+					ftsI		HO397_00420	1767		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	94218	95984	+	QJZ02677.1			peptidoglycan glycosyltransferase FtsI	ftsI		HO397_00420	1767	588	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	95971	97458	+					murE		HO397_00425	1488		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	95971	97458	+	QJZ02678.1			UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	murE		HO397_00425	1488	495	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	97455	98813	+					murF		HO397_00430	1359		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	97455	98813	+	QJZ02679.1			UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF		HO397_00430	1359	452	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	98807	99889	+					mraY		HO397_00435	1083		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	98807	99889	+	QJZ02680.1			phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY		HO397_00435	1083	360	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	99892	101208	+					murD		HO397_00440	1317		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	99892	101208	+	QJZ02681.1			UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD		HO397_00440	1317	438	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	101208	102452	+					ftsW		HO397_00445	1245		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	101208	102452	+	QJZ02682.1			cell division protein FtsW	ftsW		HO397_00445	1245	414	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	102449	103516	+					murG		HO397_00450	1068		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	102449	103516	+	QJZ02683.1			undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	murG		HO397_00450	1068	355	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	103570	105045	+					murC		HO397_00455	1476		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	103570	105045	+	QJZ02684.1			UDP-N-acetylmuramate--L-alanine ligase	murC		HO397_00455	1476	491	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	105038	105958	+					ddlB		HO397_00460	921		
