# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	16751	16960	-	AIN30555.1			regulatory protein for HokC, overlaps CDS of hokC	mokC		BW25113_0018	210	69	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	16751	16903	-					hokC		BW25113_4412	153		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	16751	16903	-	AIN30554.1			toxic membrane protein, small	hokC		BW25113_4412	153	50	
gene	antisense_RNA	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	16952	17006	+					sokC		BW25113_4413	55		
ncRNA	antisense_RNA	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	16952	17006	+				sRNA antisense regulator blocking mokC, and hence hokC, translation	sokC		BW25113_4413	55		
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	17489	18655	+					nhaA		BW25113_0019	1167		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	17489	18655	+	AIN30556.1			sodium-proton antiporter	nhaA		BW25113_0019	1167	388	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	18715	19620	+					nhaR		BW25113_0020	906		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	18715	19620	+	AIN30557.1			transcriptional activator of nhaA	nhaR		BW25113_0020	906	301	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	19811	20314	-					insB1		BW25113_0021	504		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	19811	20314	-	AIN30558.1			IS1 transposase B	insB1		BW25113_0021	504	167	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	20233	20508	-					insA		BW25113_0022	276		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	20233	20508	-	AIN30559.1			IS1 repressor TnpA	insA		BW25113_0022	276	91	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	20815	21078	-					rpsT		BW25113_0023	264		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	20815	21078	-	AIN30560.1			30S ribosomal subunit protein S20	rpsT		BW25113_0023	264	87	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	21181	21399	+					yaaY		BW25113_0024	219		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	21181	21399	+	AIN30561.1			uncharacterized protein	yaaY		BW25113_0024	219	72	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	21407	22348	+					ribF		BW25113_0025	942		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	21407	22348	+	AIN30562.1			bifunctional riboflavin kinase/FAD synthetase	ribF		BW25113_0025	942	313	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	22391	25207	+					ileS		BW25113_0026	2817		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	22391	25207	+	AIN30563.1			isoleucyl-tRNA synthetase	ileS		BW25113_0026	2817	938	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	25207	25701	+					lspA		BW25113_0027	495		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	25207	25701	+	AIN30564.1			prolipoprotein signal peptidase (signal peptidase II)	lspA		BW25113_0027	495	164	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	25826	26275	+					fkpB		BW25113_0028	450		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	25826	26275	+	AIN30565.1			FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)	fkpB		BW25113_0028	450	149	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	26277	27227	+					ispH		BW25113_0029	951		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	26277	27227	+	AIN30566.1			4-hydroxy-3-methylbut-2-enyl diphosphate reductase, 4Fe-4S protein	ispH		BW25113_0029	951	316	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	27293	28207	+					rihC		BW25113_0030	915		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	27293	28207	+	AIN30567.1			ribonucleoside hydrolase 3	rihC		BW25113_0030	915	304	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	28374	29195	+					dapB		BW25113_0031	822		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	28374	29195	+	AIN30568.1			dihydrodipicolinate reductase	dapB		BW25113_0031	822	273	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	29651	30799	+					carA		BW25113_0032	1149		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	29651	30799	+	AIN30569.1			carbamoyl phosphate synthetase small subunit, glutamine amidotransferase	carA		BW25113_0032	1149	382	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	30817	34038	+					carB		BW25113_0033	3222		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	30817	34038	+	AIN30570.1			carbamoyl-phosphate synthase large subunit	carB		BW25113_0033	3222	1073	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	34300	34695	+					caiF		BW25113_0034	396		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	34300	34695	+	AIN30571.1			cai operon transcriptional activator	caiF		BW25113_0034	396	131	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	34781	35371	-					caiE		BW25113_0035	591		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	34781	35371	-	AIN30572.1			stimulator of CaiD and CaiB enzyme activities	caiE		BW25113_0035	591	196	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	35377	36162	-					caiD		BW25113_0036	786		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	35377	36162	-	AIN30573.1			carnitinyl-CoA dehydratase	caiD		BW25113_0036	786	261	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	36271	37824	-					caiC		BW25113_0037	1554		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	36271	37824	-	AIN30574.1			putative crotonobetaine/carnitine-CoA ligase	caiC		BW25113_0037	1554	517	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	37898	39115	-					caiB		BW25113_0038	1218		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	37898	39115	-	AIN30575.1			crotonobetainyl CoA:carnitine CoA transferase	caiB		BW25113_0038	1218	405	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	39244	40386	-					caiA		BW25113_0039	1143		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	39244	40386	-	AIN30576.1			crotonobetaine reductase subunit II, FAD-binding	caiA		BW25113_0039	1143	380	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	40417	41931	-					caiT		BW25113_0040	1515		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	40417	41931	-	AIN30577.1			putative transporter	caiT		BW25113_0040	1515	504	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	42403	43173	+					fixA		BW25113_0041	771		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	42403	43173	+	AIN30578.1			anaerobic carnitine reduction putative electron transfer flavoprotein subunit	fixA		BW25113_0041	771	256	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	43188	44129	+					fixB		BW25113_0042	942		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	43188	44129	+	AIN30579.1			putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein	fixB		BW25113_0042	942	313	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	44180	45466	+					fixC		BW25113_0043	1287		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	44180	45466	+	AIN30580.1			putative oxidoreductase	fixC		BW25113_0043	1287	428	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	45463	45750	+					fixX		BW25113_0044	288		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	45463	45750	+	AIN30581.1			putative 4Fe-4S ferredoxin-type protein	fixX		BW25113_0044	288	95	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	45807	47138	+					yaaU		BW25113_0045	1332		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	45807	47138	+	AIN30582.1			putative transporter	yaaU		BW25113_0045	1332	443	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	47246	47776	+					kefF		BW25113_0046	531		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	47246	47776	+	AIN30583.1			potassium-efflux system ancillary protein for KefC, glutathione-regulated; quinone oxidoreductase, FMN-dependent	kefF		BW25113_0046	531	176	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	47769	49631	+					kefC		BW25113_0047	1863		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	47769	49631	+	AIN30584.1			potassium:proton antiporter	kefC		BW25113_0047	1863	620	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	49823	50302	+					folA		BW25113_0048	480		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	49823	50302	+	AIN30585.1			dihydrofolate reductase	folA		BW25113_0048	480	159	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	50380	51222	-					apaH		BW25113_0049	843		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	50380	51222	-	AIN30586.1			diadenosine tetraphosphatase	apaH		BW25113_0049	843	280	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	51229	51606	-					apaG		BW25113_0050	378		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	51229	51606	-	AIN30587.1			protein associated with Co2+ and Mg2+ efflux	apaG		BW25113_0050	378	125	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	51609	52430	-					rsmA		BW25113_0051	822		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	51609	52430	-	AIN30588.1			16S rRNA m(6)A1518, m(6)A1519 dimethyltransferase, SAM-dependent	rsmA		BW25113_0051	822	273	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	52427	53416	-					pdxA		BW25113_0052	990		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	52427	53416	-	AIN30589.1			4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent	pdxA		BW25113_0052	990	329	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	53416	54702	-					surA		BW25113_0053	1287		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	53416	54702	-	AIN30590.1			peptidyl-prolyl cis-trans isomerase (PPIase)	surA		BW25113_0053	1287	428	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	54755	57109	-					lptD		BW25113_0054	2355		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	54755	57109	-	AIN30591.1			LPS assembly OM complex LptDE, beta-barrel component	lptD		BW25113_0054	2355	784	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	57364	58179	+					djlA		BW25113_0055	816		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	57364	58179	+	AIN30592.1			membrane-anchored DnaK co-chaperone, DNA-binding protein	djlA		BW25113_0055	816	271	
gene	pseudogene	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	58474	59279	+					yabP		BW25113_4659	806		pseudo
CDS	without_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	58474	59279	+					yabP		BW25113_4659	807		pseudo
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	59687	60346	-					rluA		BW25113_0058	660		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	59687	60346	-	AIN30593.1			dual specificity 23S rRNA pseudouridine(746), tRNA pseudouridine(32) synthase, SAM-dependent	rluA		BW25113_0058	660	219	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	60358	63264	-					rapA		BW25113_0059	2907		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	60358	63264	-	AIN30594.1			RNA polymerase remodeling/recycling factor ATPase; RNA polymerase-associated, ATP-dependent RNA translocase	rapA		BW25113_0059	2907	968	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	63429	65780	-					polB		BW25113_0060	2352		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	63429	65780	-	AIN30595.1			DNA polymerase II	polB		BW25113_0060	2352	783	
gene	pseudogene	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	65855	66532	-					araD		BW25113_0061	678		pseudo
CDS	without_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	65855	66532	-					araD		BW25113_0061	678		pseudo
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	66874	67752	+					araC		BW25113_0064	879		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	66874	67752	+	AIN30596.1			ara regulon transcriptional activator; autorepressor	araC		BW25113_0064	879	292	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	67838	68602	+					yabI		BW25113_0065	765		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	67838	68602	+	AIN30597.1			DedA family inner membrane protein	yabI		BW25113_0065	765	254	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	68716	69414	-					thiQ		BW25113_0066	699		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	68716	69414	-	AIN30598.1			thiamine, thiamine pyrophosphate ABC transporter ATPase; ThiBPQ thiamine, thiamine pyrophosphate importer	thiQ		BW25113_0066	699	232	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	69398	71008	-					thiP		BW25113_0067	1611		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	69398	71008	-	AIN30599.1			thiamine, thiamine pyrophosphate ABC transporter permease; ThiBPQ thiamine, thiamine pyrophosphate importer	thiP		BW25113_0067	1611	536	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	70984	71967	-					thiB		BW25113_0068	984		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	70984	71967	-	AIN30600.1			thiamine-, thiamine pyrophosphate-, thiamine monophosphate-binding ABC transporter periplasmic protein; ThiBPQ thiamine, thiamine pyrophosphate importer	thiB		BW25113_0068	984	327	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	72131	73786	-					sgrR		BW25113_0069	1656		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	72131	73786	-	AIN30601.1			transcriptional DNA-binding transcriptional activator of sgrS sRNA	sgrR		BW25113_0069	1656	551	
gene	antisense_RNA	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	73854	74080	+					sgrS		BW25113_4577	227		
ncRNA	antisense_RNA	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	73854	74080	+				sRNA antisense regulator destabilzes ptsG mRNA, Hfq-dependent; regulated by sgrR	sgrS		BW25113_4577	227		
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	73875	74006	+					sgrT		BW25113_4662	132		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	73875	74006	+	AIN30602.1			inhibitor of glucose uptake	sgrT		BW25113_4662	132	43	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	74108	75286	+					setA		BW25113_0070	1179		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	74108	75286	+	AIN30603.1			broad specificity sugar efflux system	setA		BW25113_0070	1179	392	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	75335	75940	-					leuD		BW25113_0071	606		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	75335	75940	-	AIN30604.1			3-isopropylmalate dehydratase small subunit	leuD		BW25113_0071	606	201	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	75951	77351	-					leuC		BW25113_0072	1401		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	75951	77351	-	AIN30605.1			3-isopropylmalate dehydratase large subunit	leuC		BW25113_0072	1401	466	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	77354	78445	-					leuB		BW25113_0073	1092		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	77354	78445	-	AIN30606.1			3-isopropylmalate dehydrogenase, NAD(+)-dependent	leuB		BW25113_0073	1092	363	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	78445	80016	-					leuA		BW25113_0074	1572		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	78445	80016	-	AIN30607.1			2-isopropylmalate synthase	leuA		BW25113_0074	1572	523	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	80109	80195	-					leuL		BW25113_0075	87		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	80109	80195	-	AIN30608.1			leu operon leader peptide	leuL		BW25113_0075	87	28	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	80855	81799	+					leuO		BW25113_0076	945		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	80855	81799	+	AIN30609.1			global transcription factor	leuO		BW25113_0076	945	314	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	82117	83841	+					ilvI		BW25113_0077	1725		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	82117	83841	+	AIN30610.1			acetolactate synthase 3 large subunit	ilvI		BW25113_0077	1725	574	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	83844	84335	+					ilvH		BW25113_0078	492		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	83844	84335	+	AIN30611.1			acetolactate synthase 3, small subunit, valine-sensitive	ilvH		BW25113_0078	492	163	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	84515	85519	+					cra		BW25113_0080	1005		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	84515	85519	+	AIN30612.1			transcriptional repressor-activator for carbon metabolism	cra		BW25113_0080	1005	334	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	86121	86579	+					mraZ		BW25113_0081	459		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	86121	86579	+	AIN30613.1			RsmH methytransferase inhibitor	mraZ		BW25113_0081	459	152	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	86581	87522	+					rsmH		BW25113_0082	942		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	86581	87522	+	AIN30614.1			16S rRNA m(4)C1402 methyltransferase, SAM-dependent	rsmH		BW25113_0082	942	313	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	87519	87884	+					ftsL		BW25113_0083	366		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	87519	87884	+	AIN30615.1			membrane bound cell division protein at septum containing leucine zipper motif	ftsL		BW25113_0083	366	121	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	87900	89666	+					ftsI		BW25113_0084	1767		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	87900	89666	+	AIN30616.1			transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)	ftsI		BW25113_0084	1767	588	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	89653	91140	+					murE		BW25113_0085	1488		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	89653	91140	+	AIN30617.1			UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso- diaminopimelate ligase	murE		BW25113_0085	1488	495	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	91137	92495	+					murF		BW25113_0086	1359		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	91137	92495	+	AIN30618.1			UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D- alanine ligase	murF		BW25113_0086	1359	452	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	92489	93571	+					mraY		BW25113_0087	1083		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	92489	93571	+	AIN30619.1			phospho-N-acetylmuramoyl-pentapeptide transferase	mraY		BW25113_0087	1083	360	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	93574	94890	+					murD		BW25113_0088	1317		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	93574	94890	+	AIN30620.1			UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase	murD		BW25113_0088	1317	438	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	94890	96134	+					ftsW		BW25113_0089	1245		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	94890	96134	+	AIN30621.1			lipid II flippase; integral membrane protein involved in stabilizing FstZ ring during cell division	ftsW		BW25113_0089	1245	414	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	96131	97198	+					murG		BW25113_0090	1068		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	96131	97198	+	AIN30622.1			N-acetylglucosaminyl transferase	murG		BW25113_0090	1068	355	
