# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	11380	11784	-	ACT41915.1			UPF0412 family protein	yaaI		ECD_00013	405	134	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	12161	14077	+					dnaK		ECD_00014	1917		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	12161	14077	+	ACT41916.1			chaperone Hsp70, with co-chaperone DnaJ	dnaK		ECD_00014	1917	638	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	14166	15296	+					dnaJ		ECD_00015	1131		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	14166	15296	+	ACT41917.1			chaperone Hsp40, DnaK co-chaperone	dnaJ		ECD_00015	1131	376	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	15443	16555	+					insL-1		ECD_00016	1113		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	15443	16555	+	ACT41918.1			IS186 hypothetical protein	insL-1		ECD_00016	1113	370	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	16749	16958	-					mokC		ECD_00017	210		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	16749	16958	-	ACT41919.1			regulatory protein for HokC	mokC		ECD_00017	210	69	
gene	ncRNA	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	16899	17051	-					sokC		ECD_n04291	153		
ncRNA	other	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	16899	17051	-				sRNA antisense regulator blocking mokC, and hence hokC, translation	sokC		ECD_n04291	153		
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	17488	18654	+					nhaA		ECD_00018	1167		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	17488	18654	+	ACT41920.1			sodium-proton antiporter	nhaA		ECD_00018	1167	388	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	18714	19619	+					nhaR		ECD_00019	906		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	18714	19619	+	ACT41921.1			transcriptional activator of nhaA	nhaR		ECD_00019	906	301	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	19658	20617	-							ECD_00020	960		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	19658	20617	-	ACT41922.1			hypothetical protein			ECD_00020	960	319	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	20630	21775	-							ECD_00021	1146		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	20630	21775	-	ACT41923.1			putative usher protein			ECD_00021	1146	381	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	22208	22912	-							ECD_00022	705		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	22208	22912	-	ACT41924.1			hypothetical protein			ECD_00022	705	234	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	23346	23621	+					insA-1		ECD_00023	276		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	23346	23621	+	ACT41925.1			IS1 protein InsA	insA-1		ECD_00023	276	91	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	23540	24043	+					insB-1		ECD_00024	504		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	23540	24043	+	ACT41926.1			IS1 protein InsB	insB-1		ECD_00024	504	167	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	24054	24404	-							ECD_00025	351		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	24054	24404	-	ACT41927.1			hypothetical protein			ECD_00025	351	116	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	24701	24865	-							ECD_00026	165		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	24701	24865	-	ACT41928.1			hypothetical protein			ECD_00026	165	54	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	24887	25150	-					rpsT		ECD_00027	264		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	24887	25150	-	ACT41929.1			30S ribosomal subunit protein S20	rpsT		ECD_00027	264	87	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	25253	25471	+					yaaY		ECD_00028	219		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	25253	25471	+	ACT41930.1			uncharacterized protein	yaaY		ECD_00028	219	72	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	25479	26420	+					ribF		ECD_00029	942		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	25479	26420	+	ACT41931.1			bifunctional riboflavin kinase/FAD synthetase	ribF		ECD_00029	942	313	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	26463	29279	+					ileS		ECD_00030	2817		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	26463	29279	+	ACT41932.1			isoleucyl-tRNA synthetase	ileS		ECD_00030	2817	938	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	29279	29773	+					lspA		ECD_00031	495		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	29279	29773	+	ACT41933.1			prolipoprotein signal peptidase (signal peptidase II)	lspA		ECD_00031	495	164	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	29898	30347	+					fkpB		ECD_00032	450		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	29898	30347	+	ACT41934.1			FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)	fkpB		ECD_00032	450	149	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	30349	31299	+					ispH		ECD_00033	951		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	30349	31299	+	ACT41935.1			4-hydroxy-3-methylbut-2-enyl diphosphate reductase, 4Fe-4S protein	ispH		ECD_00033	951	316	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	31365	32279	+					rihC		ECD_00034	915		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	31365	32279	+	ACT41936.1			ribonucleoside hydrolase 3	rihC		ECD_00034	915	304	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	32446	33267	+					dapB		ECD_00035	822		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	32446	33267	+	ACT41937.1			dihydrodipicolinate reductase	dapB		ECD_00035	822	273	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	33723	34871	+					carA		ECD_00036	1149		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	33723	34871	+	ACT41938.1			carbamoyl phosphate synthetase small subunit, glutamine amidotransferase	carA		ECD_00036	1149	382	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	34889	38110	+					carB		ECD_00037	3222		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	34889	38110	+	ACT41939.1			carbamoyl-phosphate synthase large subunit	carB		ECD_00037	3222	1073	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	38372	38767	+					caiF		ECD_00038	396		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	38372	38767	+	ACT41940.1			cai operon transcriptional activator	caiF		ECD_00038	396	131	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	38976	39566	-					caiE		ECD_00039	591		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	38976	39566	-	ACT41941.1			stimulator of CaiD and CaiB enzyme activities	caiE		ECD_00039	591	196	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	39572	40465	-					caiD		ECD_00040	894		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	39572	40465	-	ACT41942.1			carnitinyl-CoA dehydratase	caiD		ECD_00040	894	297	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	40466	42019	-					caiC		ECD_00041	1554		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	40466	42019	-	ACT41943.2			putative crotonobetaine/carnitine-CoA ligase	caiC		ECD_00041	1554	517	
gene	pseudogene	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	42093	43309	-					caiB		ECD_00042	1217		pseudo
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	43438	44580	-					caiA		ECD_00043	1143		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	43438	44580	-	ACT41944.1			crotonobetaine reductase subunit II, FAD-binding	caiA		ECD_00043	1143	380	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	44611	46125	-					caiT		ECD_00044	1515		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	44611	46125	-	ACT41945.1			putative transporter	caiT		ECD_00044	1515	504	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	46599	47369	+					fixA		ECD_00045	771		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	46599	47369	+	ACT41946.1			anaerobic carnitine reduction putative electron transfer flavoprotein subunit	fixA		ECD_00045	771	256	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	47384	48325	+					fixB		ECD_00046	942		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	47384	48325	+	ACT41947.1			putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein	fixB		ECD_00046	942	313	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	48376	49662	+					fixC		ECD_00047	1287		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	48376	49662	+	ACT41948.1			putative oxidoreductase	fixC		ECD_00047	1287	428	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	49659	49946	+					fixX		ECD_00048	288		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	49659	49946	+	ACT41949.1			putative 4Fe-4S ferredoxin-type protein	fixX		ECD_00048	288	95	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	50003	51334	+					yaaU		ECD_00049	1332		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	50003	51334	+	ACT41950.1			putative MFS sugar transporter; membrane protein	yaaU		ECD_00049	1332	443	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	51442	51972	+					kefF		ECD_00050	531		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	51442	51972	+	ACT41951.1			potassium-efflux system ancillary protein for KefC, glutathione-regulated; quinone oxidoreductase, FMN-dependent	kefF		ECD_00050	531	176	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	51965	53827	+					kefC		ECD_00051	1863		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	51965	53827	+	ACT41952.1			potassium:proton antiporter	kefC		ECD_00051	1863	620	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	54019	54498	+					folA		ECD_00052	480		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	54019	54498	+	ACT41953.1			dihydrofolate reductase	folA		ECD_00052	480	159	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	54576	55418	-					apaH		ECD_00053	843		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	54576	55418	-	ACT41954.1			diadenosine tetraphosphatase	apaH		ECD_00053	843	280	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	55425	55802	-					apaG		ECD_00054	378		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	55425	55802	-	ACT41955.1			protein associated with Co2+ and Mg2+ efflux	apaG		ECD_00054	378	125	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	55805	56626	-					rsmA		ECD_00055	822		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	55805	56626	-	ACT41956.1			16S rRNA m(6)A1518, m(6)A1519 dimethyltransferase, SAM-dependent	rsmA		ECD_00055	822	273	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	56623	57612	-					pdxA		ECD_00056	990		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	56623	57612	-	ACT41957.1			4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent	pdxA		ECD_00056	990	329	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	57612	58898	-					surA		ECD_00057	1287		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	57612	58898	-	ACT41958.1			peptidyl-prolyl cis-trans isomerase (PPIase)	surA		ECD_00057	1287	428	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	58951	61305	-					lptD		ECD_00058	2355		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	58951	61305	-	ACT41959.1			LPS assembly OM complex LptDE, beta-barrel component	lptD		ECD_00058	2355	784	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	61560	62375	+					djlA		ECD_00059	816		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	61560	62375	+	ACT41960.1			membrane-anchored DnaK co-chaperone, DNA-binding protein	djlA		ECD_00059	816	271	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	62492	63151	-					rluA		ECD_00060	660		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	62492	63151	-	ACT41961.1			dual specificity 23S rRNA pseudouridine(746), tRNA pseudouridine(32) synthase, SAM-dependent	rluA		ECD_00060	660	219	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	63163	66069	-					rapA		ECD_00061	2907		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	63163	66069	-	ACT41962.1			RNA polymerase remodeling/recycling factor ATPase; RNA polymerase-associated, ATP-dependent RNA translocase	rapA		ECD_00061	2907	968	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	66234	68585	-					polB		ECD_00062	2352		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	66234	68585	-	ACT41963.1			DNA polymerase II	polB		ECD_00062	2352	783	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	68660	69355	-					araD		ECD_00063	696		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	68660	69355	-	ACT41964.1			L-ribulose-5-phosphate 4-epimerase	araD		ECD_00063	696	231	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	69640	71142	-					araA		ECD_00064	1503		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	69640	71142	-	ACT41965.1			L-arabinose isomerase	araA		ECD_00064	1503	500	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	71153	72853	-					araB		ECD_00065	1701		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	71153	72853	-	ACT41966.1			L-ribulokinase	araB		ECD_00065	1701	566	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	73192	74070	+					araC		ECD_00066	879		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	73192	74070	+	ACT41967.1			ara regulon transcriptional activator; autorepressor	araC		ECD_00066	879	292	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	74156	74920	+					yabI		ECD_00067	765		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	74156	74920	+	ACT41968.1			DedA family inner membrane protein	yabI		ECD_00067	765	254	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	75034	75732	-					thiQ		ECD_00068	699		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	75034	75732	-	ACT41969.1			thiamine/thiamine pyrophosphate ABC transporter ATPase	thiQ		ECD_00068	699	232	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	75716	77326	-					thiP		ECD_00069	1611		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	75716	77326	-	ACT41970.1			thiamine/thiamine pyrophosphate ABC transporter permease	thiP		ECD_00069	1611	536	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	77302	78285	-					thiB		ECD_00070	984		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	77302	78285	-	ACT41971.1			thiamine/thiamine pyrophosphate/thiamine monophosphate ABC transporter periplasmic binding protein	thiB		ECD_00070	984	327	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	78449	80104	-					sgrR		ECD_00071	1656		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	78449	80104	-	ACT41972.1			transcriptional DNA-binding transcriptional activator of sgrS sRNA	sgrR		ECD_00071	1656	551	
gene	ncRNA	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	80172	80398	+					sgrS		ECD_n04292	227		
ncRNA	other	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	80172	80398	+				sRNA antisense regulator destabilzes ptsG mRNA, Hfq-dependent; regulated by sgrR	sgrS		ECD_n04292	227		
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	80193	80324	+					sgrT		ECD_04293	132		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	80193	80324	+	APW29170.1			inhibitor of glucose uptake	sgrT		ECD_04293	132	43	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	80426	81604	+					setA		ECD_00072	1179		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	80426	81604	+	ACT41973.1			broad specificity sugar efflux system	setA		ECD_00072	1179	392	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	81653	82258	-					leuD		ECD_00073	606		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	81653	82258	-	ACT41974.1			3-isopropylmalate dehydratase small subunit	leuD		ECD_00073	606	201	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	82269	83669	-					leuC		ECD_00074	1401		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	82269	83669	-	ACT41975.1			3-isopropylmalate dehydratase large subunit	leuC		ECD_00074	1401	466	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	83672	84763	-					leuB		ECD_00075	1092		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	83672	84763	-	ACT41976.1			3-isopropylmalate dehydrogenase, NAD(+)-dependent	leuB		ECD_00075	1092	363	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	84763	86334	-					leuA		ECD_00076	1572		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	84763	86334	-	ACT41977.1			2-isopropylmalate synthase	leuA		ECD_00076	1572	523	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	86427	86513	-					leuL		ECD_00077	87		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	86427	86513	-	ACT41978.1			leu operon leader peptide	leuL		ECD_00077	87	28	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	87173	88117	+					leuO		ECD_00078	945		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	87173	88117	+	ACT41979.1			global transcription factor	leuO		ECD_00078	945	314	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	88435	90159	+					ilvI		ECD_00079	1725		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	88435	90159	+	ACT41980.1			acetolactate synthase 3 large subunit	ilvI		ECD_00079	1725	574	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	90162	90653	+					ilvH		ECD_00080	492		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	90162	90653	+	ACT41981.1			acetolactate synthase 3, small subunit, valine-sensitive	ilvH		ECD_00080	492	163	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	90833	91837	+					cra		ECD_00081	1005		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	90833	91837	+	ACT41982.1			transcriptional repressor-activator for carbon metabolism	cra		ECD_00081	1005	334	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	92439	92897	+					mraZ		ECD_00082	459		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	92439	92897	+	ACT41983.1			RsmH methytransferase inhibitor	mraZ		ECD_00082	459	152	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	92899	93840	+					rsmH		ECD_00083	942		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	92899	93840	+	ACT41984.1			16S rRNA m(4)C1402 methyltransferase, SAM-dependent	rsmH		ECD_00083	942	313	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	93837	94202	+					ftsL		ECD_00084	366		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	93837	94202	+	ACT41985.1			membrane bound cell division leucine zipper septum protein	ftsL		ECD_00084	366	121	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	94218	95984	+					ftsI		ECD_00085	1767		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	94218	95984	+	ACT41986.1			transpeptidase involved in septal peptidoglycan synthesis; penicillin-binding protein 3	ftsI		ECD_00085	1767	588	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	95971	97458	+					murE		ECD_00086	1488		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	95971	97458	+	ACT41987.1			UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso- diaminopimelate ligase	murE		ECD_00086	1488	495	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	97455	98813	+					murF		ECD_00087	1359		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	97455	98813	+	ACT41988.1			UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D- alanine ligase	murF		ECD_00087	1359	452	
gene	protein_coding	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	98807	99889	+					mraY		ECD_00088	1083		
CDS	with_protein	GCA_000022665.2	Primary Assembly	chromosome		CP001509.3	98807	99889	+	ACT41989.1			phospho-N-acetylmuramoyl-pentapeptide transferase	mraY		ECD_00088	1083	360	
