# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	10584	11171	+	ADT73563.1			molybdopterin biosynthesis protein	mog		ECW_m0010	588	195	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	11206	11772	-					yaaH		ECW_m0011	567		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	11206	11772	-	ADT73564.1			conserved inner membrane protein associated with acetate transport	yaaH		ECW_m0011	567	188	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	11921	12634	-					yaaW		ECW_m0012	714		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	11921	12634	-	ADT73565.1			heat shock protein	yaaW		ECW_m0012	714	237	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	12660	13064	-					yaaI		ECW_m0013	405		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	12660	13064	-	ADT73566.1			conserved hypothetical protein	yaaI		ECW_m0013	405	134	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	13441	15357	+					dnaK		ECW_m0014	1917		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	13441	15357	+	ADT73567.1			chaperone HSP70, co-chaperone with DnaJ	dnaK		ECW_m0014	1917	638	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	15446	16576	+					dnaJ		ECW_m0015	1131		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	15446	16576	+	ADT73568.1			chaperone HSP40, co-chaperone with DnaK	dnaJ		ECW_m0015	1131	376	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	16680	16889	-					mokC		ECW_m0016	210		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	16680	16889	-	ADT73569.1			regulatory protein for HokC, overlaps CDS of HokC	mokC		ECW_m0016	210	69	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	16680	16832	-					hokC		ECW_m0017	153		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	16680	16832	-	ADT73570.1			toxic membrane protein, small	hokC		ECW_m0017	153	50	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	17418	18584	+					nhaA		ECW_m0018	1167		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	17418	18584	+	ADT73571.1			toxic membrane protein, small	nhaA		ECW_m0018	1167	388	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	18650	19549	+					nhaR		ECW_m0019	900		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	18650	19549	+	ADT73572.1			DNA-binding transcriptional activator	nhaR		ECW_m0019	900	299	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	19588	20211	-							ECW_m0020	624		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	19588	20211	-	ADT73573.1			conserved hypothetical protein			ECW_m0020	624	207	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	20560	21705	-							ECW_m0021	1146		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	20560	21705	-	ADT73574.1			conserved hypothetical protein			ECW_m0021	1146	381	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	22138	22776	-							ECW_m0022	639		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	22138	22776	-	ADT73575.1			hypothetical protein			ECW_m0022	639	212	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	24043	24306	-					rpsT		ECW_m0023	264		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	24043	24306	-	ADT73576.1			30S ribosomal subunit protein S20	rpsT		ECW_m0023	264	87	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	24635	25576	+					ribF		ECW_m0024	942		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	24635	25576	+	ADT73577.1			bifunctional riboflavin kinase/FAD synthetase	ribF		ECW_m0024	942	313	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	25619	28435	+					ileS		ECW_m0025	2817		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	25619	28435	+	ADT73578.1			isoleucyl-tRNA synthetase	ileS		ECW_m0025	2817	938	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	28435	28929	+					lspA		ECW_m0026	495		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	28435	28929	+	ADT73579.1			prolipoprotein signal peptidase (signal peptidase II)	lspA		ECW_m0026	495	164	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	29017	29466	+					fkpB		ECW_m0027	450		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	29017	29466	+	ADT73580.1			FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)	fkpB		ECW_m0027	450	149	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	29468	30418	+					ispH		ECW_m0028	951		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	29468	30418	+	ADT73581.1			1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase, 4Fe-4S protein	ispH		ECW_m0028	951	316	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	30484	31398	+					rihC		ECW_m0029	915		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	30484	31398	+	ADT73582.1			ribonucleoside hydrolase 3	rihC		ECW_m0029	915	304	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	31565	32386	+					dapB		ECW_m0030	822		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	31565	32386	+	ADT73583.1			dihydrodipicolinate reductase	dapB		ECW_m0030	822	273	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	32842	33990	+					carA		ECW_m0031	1149		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	32842	33990	+	ADT73584.1			carbamoyl phosphate synthetase small subunit, glutamine amidotransferase	carA		ECW_m0031	1149	382	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	34008	37229	+					carB		ECW_m0032	3222		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	34008	37229	+	ADT73585.1			carbamoyl-phosphate synthase large subunit	carB		ECW_m0032	3222	1073	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	37237	37455	-							ECW_m0033	219		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	37237	37455	-	ADT73586.1			conserved hypothetical protein			ECW_m0033	219	72	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	37490	37885	+					caiF		ECW_m0034	396		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	37490	37885	+	ADT73587.1			DNA-binding transcriptional activator	caiF		ECW_m0034	396	131	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	37971	38561	-					caiE		ECW_m0035	591		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	37971	38561	-	ADT73588.1			predicted acyl transferase	caiE		ECW_m0035	591	196	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	38567	39352	-					caiD		ECW_m0036	786		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	38567	39352	-	ADT73589.1			crotonobetainyl CoA hydratase	caiD		ECW_m0036	786	261	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	39461	41014	-					caiC		ECW_m0037	1554		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	39461	41014	-	ADT73590.1			predicted crotonobetaine CoA ligase:carnitine CoA ligase	caiC		ECW_m0037	1554	517	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	41088	42305	-					caiB		ECW_m0038	1218		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	41088	42305	-	ADT73591.1			crotonobetainyl-CoA:carnitine CoA-transferase	caiB		ECW_m0038	1218	405	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	42434	43576	-					caiA		ECW_m0039	1143		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	42434	43576	-	ADT73592.1			crotonobetaine reductase subunit II, FAD-binding protein	caiA		ECW_m0039	1143	380	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	43607	45121	-					caiT		ECW_m0040	1515		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	43607	45121	-	ADT73593.1			predicted transporter	caiT		ECW_m0040	1515	504	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	45595	46365	+					fixA		ECW_m0041	771		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	45595	46365	+	ADT73594.1			predicted electron transfer flavoprotein subunit, ETFP adenine nucleotide-binding domain	fixA		ECW_m0041	771	256	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	46380	47321	+					fixB		ECW_m0042	942		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	46380	47321	+	ADT73595.1			predicted electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like	fixB		ECW_m0042	942	313	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	47372	48658	+					fixC		ECW_m0043	1287		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	47372	48658	+	ADT73596.1			predicted oxidoreductase with FAD/NAD(P)-binding domain	fixC		ECW_m0043	1287	428	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	48655	48942	+					fixX		ECW_m0044	288		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	48655	48942	+	ADT73597.1			predicted 4Fe-4S ferredoxin-type protein	fixX		ECW_m0044	288	95	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	49001	50332	+					yaaU		ECW_m0045	1332		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	49001	50332	+	ADT73598.1			predicted transporter	yaaU		ECW_m0045	1332	443	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	50440	50970	+					kefF		ECW_m0046	531		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	50440	50970	+	ADT73599.1			flavoprotein subunit for the KefC potassium efflux system	kefF		ECW_m0046	531	176	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	50963	52825	+					kefC		ECW_m0047	1863		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	50963	52825	+	ADT73600.1			potassium:proton antiporter	kefC		ECW_m0047	1863	620	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	53017	53496	+					folA		ECW_m0048	480		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	53017	53496	+	ADT73601.1			dihydrofolate reductase	folA		ECW_m0048	480	159	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	53574	54416	-					apaH		ECW_m0049	843		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	53574	54416	-	ADT73602.1			diadenosine tetraphosphatase	apaH		ECW_m0049	843	280	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	54423	54800	-					apaG		ECW_m0050	378		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	54423	54800	-	ADT73603.1			protein associated with Co2+ and Mg2+ efflux	apaG		ECW_m0050	378	125	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	54803	55624	-					ksgA		ECW_m0051	822		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	54803	55624	-	ADT73604.1			S-adenosylmethionine-6-N',N'-adenosyl (rRNA) dimethyltransferase	ksgA		ECW_m0051	822	273	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	55621	56610	-					pdxA		ECW_m0052	990		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	55621	56610	-	ADT73605.1			4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent	pdxA		ECW_m0052	990	329	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	56610	57896	-					surA		ECW_m0053	1287		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	56610	57896	-	ADT73606.1			peptidyl-prolyl cis-trans isomerase (PPIase)	surA		ECW_m0053	1287	428	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	57949	60303	-					lptD		ECW_m0054	2355		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	57949	60303	-	ADT73607.1			exported protein required for envelope biosynthesis and integrity	lptD		ECW_m0054	2355	784	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	60558	61373	+					djlA		ECW_m0055	816		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	60558	61373	+	ADT73608.1			DnaJ-like protein, membrane anchored	djlA		ECW_m0055	816	271	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	61490	62149	-					rluA		ECW_m0056	660		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	61490	62149	-	ADT73609.1			pseudouridine synthase for 23S rRNA (position 746) and tRNAphe(position 32)	rluA		ECW_m0056	660	219	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	62161	65067	-					hepA		ECW_m0057	2907		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	62161	65067	-	ADT73610.1			RNA polymerase-associated helicase protein (ATPase and RNA polymerase recycling factor)	hepA		ECW_m0057	2907	968	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	65232	67583	-					polB		ECW_m0058	2352		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	65232	67583	-	ADT73611.1			DNA polymerase II	polB		ECW_m0058	2352	783	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	67658	68353	-					araD		ECW_m0059	696		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	67658	68353	-	ADT73612.1			L-ribulose-5-phosphate 4-epimerase	araD		ECW_m0059	696	231	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	68522	70024	-					araA		ECW_m0060	1503		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	68522	70024	-	ADT73613.1			L-arabinose isomerase	araA		ECW_m0060	1503	500	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	70035	71735	-					araB		ECW_m0061	1701		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	70035	71735	-	ADT73614.1			L-ribulokinase	araB		ECW_m0061	1701	566	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	72074	72952	+					araC		ECW_m0062	879		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	72074	72952	+	ADT73615.1			DNA-binding transcriptional dual regulator	araC		ECW_m0062	879	292	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	73038	73802	+					yabI		ECW_m0063	765		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	73038	73802	+	ADT73616.1			conserved inner membrane protein	yabI		ECW_m0063	765	254	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	73904	74602	-					thiQ		ECW_m0064	699		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	73904	74602	-	ADT73617.1			thiamin transporter subunit	thiQ		ECW_m0064	699	232	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	74586	76196	-					thiP		ECW_m0065	1611		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	74586	76196	-	ADT73618.1			fused thiamin transporter subunits of ABC superfamily: membrane components	thiP		ECW_m0065	1611	536	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	76172	77155	-					tbpA		ECW_m0066	984		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	76172	77155	-	ADT73619.1			thiamin transporter subunit	tbpA		ECW_m0066	984	327	
gene	ncRNA	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	77186	77285	+							ECW_nc0067	100		
ncRNA	other	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	77186	77285	+				TPP			ECW_nc0067	100		
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	77319	78974	-					sgrR		ECW_m0068	1656		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	77319	78974	-	ADT73620.1			DNA-binding transcriptional regulator	sgrR		ECW_m0068	1656	551	
gene	ncRNA	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	79042	79268	+					sgrS		ECW_nc0069	227		
ncRNA	other	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	79042	79268	+				sRNA that destabilzes ptsG mRNA; regulated by sgrR	sgrS		ECW_nc0069	227		
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	79296	80474	+					setA		ECW_m0070	1179		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	79296	80474	+	ADT73621.1			broad specificity sugar efflux system	setA		ECW_m0070	1179	392	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	80523	81128	-					leuD		ECW_m0071	606		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	80523	81128	-	ADT73622.1			3-isopropylmalate isomerase subunit	leuD		ECW_m0071	606	201	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	81139	82539	-					leuC		ECW_m0072	1401		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	81139	82539	-	ADT73623.1			3-isopropylmalate isomerase subunit, dehydratase component	leuC		ECW_m0072	1401	466	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	82542	83633	-					leuB		ECW_m0073	1092		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	82542	83633	-	ADT73624.1			3-isopropylmalate dehydrogenase	leuB		ECW_m0073	1092	363	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	83633	85204	-					leuA		ECW_m0074	1572		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	83633	85204	-	ADT73625.1			2-isopropylmalate synthase	leuA		ECW_m0074	1572	523	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	85297	85383	-					leuL		ECW_m0075	87		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	85297	85383	-	ADT73626.1			Leucine Leader Peptide	leuL		ECW_m0075	87	28	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	86043	86987	+					leuO		ECW_m0076	945		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	86043	86987	+	ADT73627.1			DNA-binding transcriptional activator	leuO		ECW_m0076	945	314	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	87305	89029	+					ilvI		ECW_m0077	1725		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	87305	89029	+	ADT73628.1			acetolactate synthase III, large subunit	ilvI		ECW_m0077	1725	574	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	89032	89523	+					ilvH		ECW_m0078	492		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	89032	89523	+	ADT73629.1			acetolactate synthase III, thiamin-dependent, small subunit	ilvH		ECW_m0078	492	163	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	89703	90707	+					fruR		ECW_m0079	1005		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	89703	90707	+	ADT73630.1			DNA-binding transcriptional dual regulator	fruR		ECW_m0079	1005	334	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	91309	91767	+					mraZ		ECW_m0080	459		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	91309	91767	+	ADT73631.1			conserved hypothetical protein	mraZ		ECW_m0080	459	152	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	91769	92710	+					mraW		ECW_m0081	942		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	91769	92710	+	ADT73632.1			S-adenosyl-dependent methyltransferase activity on membrane-located substrates	mraW		ECW_m0081	942	313	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	92707	93072	+					ftsL		ECW_m0082	366		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	92707	93072	+	ADT73633.1			membrane bound cell division protein at septum containing leucine zipper motif	ftsL		ECW_m0082	366	121	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	93088	94854	+					ftsI		ECW_m0083	1767		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	93088	94854	+	ADT73634.1			transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)	ftsI		ECW_m0083	1767	588	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	94841	96328	+					murE		ECW_m0084	1488		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	94841	96328	+	ADT73635.1			UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase	murE		ECW_m0084	1488	495	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	96325	97683	+					murF		ECW_m0085	1359		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	96325	97683	+	ADT73636.1			UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase	murF		ECW_m0085	1359	452	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	97677	98759	+					mraY		ECW_m0086	1083		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	97677	98759	+	ADT73637.1			phospho-N-acetylmuramoyl-pentapeptide transferase	mraY		ECW_m0086	1083	360	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	98762	100078	+					murD		ECW_m0087	1317		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	98762	100078	+	ADT73638.1			UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase	murD		ECW_m0087	1317	438	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	100078	101322	+					ftsW		ECW_m0088	1245		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	100078	101322	+	ADT73639.1			integral membrane protein involved in stabilizing FstZ ring during cell division	ftsW		ECW_m0088	1245	414	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	101343	102386	+					murG		ECW_m0089	1044		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	101343	102386	+	ADT73640.1			N-acetylglucosaminyl transferase	murG		ECW_m0089	1044	347	
gene	protein_coding	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	102440	103915	+					murC		ECW_m0090	1476		
CDS	with_protein	GCA_000184185.1	Primary Assembly	chromosome		CP002185.1	102440	103915	+	ADT73641.1			UDP-N-acetylmuramate:L-alanine ligase	murC		ECW_m0090	1476	491	
